F_0,F_1,F_2,Points_Magnitude
-0.0000000000,-102.1839752197,-0.0000000000,0.2442320138
-0.0000000000,-89.0539703369,-0.0000000000,0.2497190684
-0.0000000000,-96.0481491089,-0.0000000000,0.2541026473
-0.0000000000,-112.3330001831,-0.0000000000,0.2564115226
-0.0000000000,-118.6567535400,-0.0000000000,0.2490259707
-0.0000000000,-112.8720016479,-0.0000000000,0.2473063618
-0.0000000000,-107.1044998169,-0.0000000000,0.2547445595
-0.0000000000,-99.1750793457,-0.0000000000,0.2795642614
-0.0000000000,-86.1615295410,-0.0000000000,0.2831148505
-0.0000000000,-86.1535034180,-0.0000000000,0.2867297232
-0.0000000000,-104.1412734985,-0.0000000000,0.2842948139
-0.0000000000,-116.0687484741,-0.0000000000,0.3112590909
-0.0000000000,-116.6305007935,-0.0000000000,0.3076256812
-0.0000000000,-86.9132995605,-0.0000000000,0.3532902598
-0.0000000000,-103.9223022461,-0.0000000000,0.2727660239
-0.0000000000,-127.7222442627,-0.0000000000,0.2653868198
-0.0000000000,-130.4939880371,-0.0000000000,0.2573302686
-0.0000000000,-129.4004974365,-0.0000000000,0.2554359734
-0.0000000000,-125.7600021362,-0.0000000000,0.2626625299
-0.0000000000,-123.7509994507,-0.0000000000,0.2509723008
-0.0000000000,-117.5932464600,-0.0000000000,0.2582757175
-0.0000000000,-115.1677551270,-0.0000000000,0.2795136571
-0.0000000000,-111.7550048828,-0.0000000000,0.2771199346
-0.0000000000,-119.8566665649,-0.0000000000,0.3179854751
-0.0000000000,-116.6969985962,-0.0000000000,0.3230333626
-0.0000000000,-121.9273376465,-0.0000000000,0.3094037175
-0.0000000000,-121.2955017090,-0.0000000000,0.3037865460
-0.0000000000,-121.9267501831,-0.0000000000,0.3095574677
-0.0000000000,-120.7689971924,-0.0000000000,0.3140350282
-0.0000000000,-105.1512985229,-0.0000000000,0.3345099390
-0.0000000000,-103.3298492432,-0.0000000000,0.0813701749
-0.0000000000,-128.5950012207,-0.0000000000,0.1062464789
-0.0000000000,-129.8260040283,-0.0000000000,0.1147131547
-0.0000000000,-126.7685012817,-0.0000000000,0.1087188125
-0.0000000000,-124.7639999390,-0.0000000000,0.1022204161
-0.0000000000,-122.8187484741,-0.0000000000,0.0941268876
-0.0000000000,-116.5902481079,-0.0000000000,0.0893482566
-0.0000000000,-114.1182556152,-0.0000000000,0.1019975618
-0.0000000000,-110.8092498779,-0.0000000000,0.0949614644
-0.0000000000,-117.9010009766,-0.0000000000,0.2139201909
-0.0000000000,-114.8720016479,-0.0000000000,0.2131487876
-0.0000000000,-119.9324951172,-0.0000000000,0.1915662587
-0.0000000000,-119.0637512207,-0.0000000000,0.1935043186
-0.0000000000,-119.7473297119,-0.0000000000,0.2001430094
-0.0000000000,-118.7750015259,-0.0000000000,0.1987217814
-0.0000000000,-103.1772994995,-0.0000000000,0.2102945298
-0.0000000000,-113.3919982910,-0.0000000000,0.2652142644
-0.0000000000,-113.2536621094,-0.0000000000,0.2713206112
-0.0000000000,-111.6557464600,-0.0000000000,0.2732512653
-0.0000000000,-111.7402496338,-0.0000000000,0.2796020210
-0.0000000000,-114.7870025635,-0.0000000000,0.3183085918
-0.0000000000,-112.7494964600,-0.0000000000,0.3101302683
-0.0000000000,-112.9467468262,-0.0000000000,0.3043090403
-0.0000000000,-114.6436691284,-0.0000000000,0.3098586500
-0.0000000000,-100.7192001343,-0.0000000000,0.0850019976
-0.0000000000,-106.1177520752,-0.0000000000,0.0794065222
-0.0000000000,-123.6565017700,-0.0000000000,0.0937363282
-0.0000000000,-118.2312469482,-0.0000000000,0.0885058269
-0.0000000000,-120.1582489014,-0.0000000000,0.0995578468
-0.0000000000,-115.7092514038,-0.0000000000,0.0927169248
-0.0000000000,-130.7607421875,-0.0000000000,0.1070791855
-0.0000000000,-132.4994964600,-0.0000000000,0.1134893373
-0.0000000000,-130.8182525635,-0.0000000000,0.1052539796
-0.0000000000,-128.0402526855,-0.0000000000,0.1008254439
-0.0000000000,-85.0429229736,-0.0000000000,0.2310485393
-0.0000000000,-106.2434997559,-0.0000000000,0.2367631197
-0.0000000000,-115.9664993286,-0.0000000000,0.2218970954
-0.0000000000,-120.4132537842,-0.0000000000,0.2144835740
-0.0000000000,-124.4309997559,-0.0000000000,0.2416867316
-0.0000000000,-118.9134979248,-0.0000000000,0.2398693860
-0.0000000000,-131.2290039062,-0.0000000000,0.2273057103
-0.0000000000,-132.6682434082,-0.0000000000,0.2189415097
-0.0000000000,-131.0589904785,-0.0000000000,0.2177429795
-0.0000000000,-128.4937438965,-0.0000000000,0.2251147330
-0.0000000000,-87.5110244751,-0.0000000000,0.3533714414
-0.0000000000,-91.9598236084,-0.0000000000,0.3483247459
-0.0000000000,-91.4545516968,-0.0000000000,0.3486914337
-0.0000000000,-88.0344772339,-0.0000000000,0.3537836075
-0.0000000000,-101.7745971680,-0.0000000000,0.0723446086
-0.0000000000,-105.1777496338,-0.0000000000,0.0785789043
-0.0000000000,-102.2671737671,-0.0000000000,0.0717677251
-0.0000000000,-106.4765014648,-0.0000000000,0.0775155723
-0.0000000000,-101.1601486206,-0.0000000000,0.0801130161
-0.0000000000,-104.6494979858,-0.0000000000,0.0826419070
-0.0000000000,-88.9315490723,-0.0000000000,0.2322731763
-0.0000000000,-89.7283248901,-0.0000000000,0.2409936786
-0.0000000000,-85.0108032227,-0.0000000000,0.2482464910
-0.0000000000,-83.3559722900,-0.0000000000,0.2659726441
-0.0000000000,-87.2022705078,-0.0000000000,0.2678296566
-0.0000000000,-85.0556488037,-0.0000000000,0.2770717442
-0.0000000000,-100.7443237305,-0.0000000000,0.2268333137
-0.0000000000,-104.5218200684,-0.0000000000,0.2279993147
-0.0000000000,-82.9182510376,-0.0000000000,0.3256549239
-0.0000000000,-87.0019989014,-0.0000000000,0.3493714333
-0.0000000000,-89.0401000977,-0.0000000000,0.3484603763
-0.0000000000,-85.6131515503,-0.0000000000,0.3533251286
-0.0000000000,-102.1470031738,-0.0000000000,0.2620907128
-0.0000000000,-105.8995056152,-0.0000000000,0.2637454271
-0.0000000000,-102.4963989258,-0.0000000000,0.2532353103
-0.0000000000,-106.8787536621,-0.0000000000,0.2457417846
-0.0000000000,-101.0468750000,-0.0000000000,0.2820141315
-0.0000000000,-131.4966583252,-0.0000000000,0.2496539801
-0.0000000000,-131.0930023193,-0.0000000000,0.2482317388
-0.0000000000,-128.2987518311,-0.0000000000,0.2437418550
-0.0000000000,-132.8910064697,-0.0000000000,0.2247738689
-0.0000000000,-132.1495056152,-0.0000000000,0.2300776243
-0.0000000000,-128.1483306885,-0.0000000000,0.2370863110
-0.0000000000,-126.1676635742,-0.0000000000,0.2326626033
-0.0000000000,-128.5200042725,-0.0000000000,0.2305908799
-0.0000000000,-130.2514953613,-0.0000000000,0.2353190780
-0.0000000000,-115.6780014038,-0.0000000000,0.3173820078
-0.0000000000,-113.7959976196,-0.0000000000,0.3218710721
-0.0000000000,-118.5419998169,-0.0000000000,0.3172252774
-0.0000000000,-115.6182479858,-0.0000000000,0.3217551112
-0.0000000000,-115.9426651001,-0.0000000000,0.3088048398
-0.0000000000,-115.1870040894,-0.0000000000,0.3056935072
-0.0000000000,-116.8943328857,-0.0000000000,0.3087642491
-0.0000000000,-116.6880035400,-0.0000000000,0.3125328124
-0.0000000000,-108.2454986572,-0.0000000000,0.3319619000
-0.0000000000,-131.2243347168,-0.0000000000,0.2634442747
-0.0000000000,-128.8014984131,-0.0000000000,0.2686111033
-0.0000000000,-128.3339996338,-0.0000000000,0.2782029510
-0.0000000000,-127.3107528687,-0.0000000000,0.2718937099
-0.0000000000,-129.6223297119,-0.0000000000,0.2698251605
-0.0000000000,-128.9422607422,-0.0000000000,0.2749471068
-0.0000000000,-130.5800018311,-0.0000000000,0.1185678095
-0.0000000000,-127.9024963379,-0.0000000000,0.1151004359
-0.0000000000,-129.0296630859,-0.0000000000,0.1308992207
-0.0000000000,-126.6887512207,-0.0000000000,0.1381484121
-0.0000000000,-127.4584960938,-0.0000000000,0.1351770312
-0.0000000000,-128.1062469482,-0.0000000000,0.1283521503
-0.0000000000,-122.9359970093,-0.0000000000,0.1580258906
-0.0000000000,-120.7387542725,-0.0000000000,0.1654765606
-0.0000000000,-123.9662475586,-0.0000000000,0.1630936563
-0.0000000000,-124.8645019531,-0.0000000000,0.1560485810
-0.0000000000,-120.9227523804,-0.0000000000,0.1592372060
-0.0000000000,-121.6255035400,-0.0000000000,0.1520111114
-0.0000000000,-125.7410049438,-0.0000000000,0.1442635953
-0.0000000000,-126.6610031128,-0.0000000000,0.1420823783
-0.0000000000,-120.9789962769,-0.0000000000,0.1719885021
-0.0000000000,-123.0217437744,-0.0000000000,0.1701706499
-0.0000000000,-119.8077545166,-0.0000000000,0.1664812565
-0.0000000000,-119.9000015259,-0.0000000000,0.1860837936
-0.0000000000,-120.9757537842,-0.0000000000,0.1844115108
-0.0000000000,-114.0500030518,-0.0000000000,0.2516100705
-0.0000000000,-112.2547454834,-0.0000000000,0.2503223717
-0.0000000000,-116.5866622925,-0.0000000000,0.2271336168
-0.0000000000,-113.8639984131,-0.0000000000,0.2324704975
-0.0000000000,-114.3416671753,-0.0000000000,0.2326338738
-0.0000000000,-112.4000015259,-0.0000000000,0.2345961481
-0.0000000000,-113.4966659546,-0.0000000000,0.2390307337
-0.0000000000,-114.5702514648,-0.0000000000,0.2373851687
-0.0000000000,-106.7887496948,-0.0000000000,0.2461616397
-0.0000000000,-125.3922500610,-0.0000000000,0.2927847505
-0.0000000000,-122.2294998169,-0.0000000000,0.2867687941
-0.0000000000,-124.1790008545,-0.0000000000,0.2840143442
-0.0000000000,-126.1442489624,-0.0000000000,0.2889218032
-0.0000000000,-126.5436706543,-0.0000000000,0.2765860260
-0.0000000000,-127.6310043335,-0.0000000000,0.2816259563
-0.0000000000,-122.3877487183,-0.0000000000,0.3047453165
-0.0000000000,-123.0069961548,-0.0000000000,0.3010344505
-0.0000000000,-122.6740036011,-0.0000000000,0.2920137048
-0.0000000000,-124.5975036621,-0.0000000000,0.2967882454
-0.0000000000,-121.9879989624,-0.0000000000,0.3005255759
-0.0000000000,-122.8857498169,-0.0000000000,0.3051815331
-0.0000000000,-121.3577499390,-0.0000000000,0.3085971177
-0.0000000000,-131.0573272705,-0.0000000000,0.1152886227
-0.0000000000,-130.5124969482,-0.0000000000,0.1102194861
-0.0000000000,-127.5295028687,-0.0000000000,0.0991965383
-0.0000000000,-132.7939910889,-0.0000000000,0.1145050377
-0.0000000000,-131.8135070801,-0.0000000000,0.1096132398
-0.0000000000,-128.8893432617,-0.0000000000,0.1222639903
-0.0000000000,-126.6666641235,-0.0000000000,0.1253739148
-0.0000000000,-128.4270019531,-0.0000000000,0.1224503964
-0.0000000000,-130.2937469482,-0.0000000000,0.1185453683
-0.0000000000,-123.7779998779,-0.0000000000,0.1064630225
-0.0000000000,-133.7849884033,-0.0000000000,0.1169677600
-0.0000000000,-132.4922485352,-0.0000000000,0.1132302210
-0.0000000000,-133.6490020752,-0.0000000000,0.1328529269
-0.0000000000,-131.0252532959,-0.0000000000,0.1361343712
-0.0000000000,-133.0540008545,-0.0000000000,0.1289549023
-0.0000000000,-133.6940002441,-0.0000000000,0.1261477321
-0.0000000000,-129.1992492676,-0.0000000000,0.1924177259
-0.0000000000,-123.9895019531,-0.0000000000,0.2071025223
-0.0000000000,-133.8313293457,-0.0000000000,0.2113077790
-0.0000000000,-132.6477508545,-0.0000000000,0.2103688717
-0.0000000000,-132.9230041504,-0.0000000000,0.1975428164
-0.0000000000,-130.8392486572,-0.0000000000,0.1909684986
-0.0000000000,-133.6255035400,-0.0000000000,0.1888092607
-0.0000000000,-133.6942443848,-0.0000000000,0.1959501505
-0.0000000000,-111.2973327637,-0.0000000000,0.2778281569
-0.0000000000,-111.8160018921,-0.0000000000,0.2829009295
-0.0000000000,-107.8204956055,-0.0000000000,0.3058696985
-0.0000000000,-107.5059967041,-0.0000000000,0.3022519946
-0.0000000000,-110.3553314209,-0.0000000000,0.2850255072
-0.0000000000,-109.3309936523,-0.0000000000,0.2876649201
-0.0000000000,-112.1650009155,-0.0000000000,0.2937305868
-0.0000000000,-112.0202484131,-0.0000000000,0.2899734378
-0.0000000000,-107.6747512817,-0.0000000000,0.3096202910
-0.0000000000,-112.2893295288,-0.0000000000,0.3011423051
-0.0000000000,-112.5919952393,-0.0000000000,0.3058392406
-0.0000000000,-110.7083282471,-0.0000000000,0.2928166986
-0.0000000000,-112.2819976807,-0.0000000000,0.2976346314
-0.0000000000,-131.0406646729,-0.0000000000,0.1420803368
-0.0000000000,-133.5412445068,-0.0000000000,0.1396586299
-0.0000000000,-133.3540039062,-0.0000000000,0.1604661644
-0.0000000000,-128.4850006104,-0.0000000000,0.1631078571
-0.0000000000,-129.9666748047,-0.0000000000,0.1556721330
-0.0000000000,-133.3715057373,-0.0000000000,0.1534754932
-0.0000000000,-130.8973388672,-0.0000000000,0.1835315228
-0.0000000000,-133.5152435303,-0.0000000000,0.1816764325
-0.0000000000,-129.9066619873,-0.0000000000,0.1695158482
-0.0000000000,-133.3572540283,-0.0000000000,0.1674981266
-0.0000000000,-130.4494934082,-0.0000000000,0.1194825098
-0.0000000000,-133.1829986572,-0.0000000000,0.1237140223
-0.0000000000,-126.7822494507,-0.0000000000,0.1348804981
-0.0000000000,-122.4872512817,-0.0000000000,0.1458038390
-0.0000000000,-108.2329483032,-0.0000000000,0.1535039693
-0.0000000000,-116.3349990845,-0.0000000000,0.1425190419
-0.0000000000,-121.7290039062,-0.0000000000,0.1323431432
-0.0000000000,-102.6467514038,-0.0000000000,0.1522463411
-0.0000000000,-90.2575759888,-0.0000000000,0.1628302932
-0.0000000000,-115.4467468262,-0.0000000000,0.1429767162
-0.0000000000,-88.2705993652,-0.0000000000,0.1632104516
-0.0000000000,-105.6924285889,-0.0000000000,0.1543235034
-0.0000000000,-73.0257263184,-0.0000000000,0.1731952280
-0.0000000000,-88.6954269409,-0.0000000000,0.2253332883
-0.0000000000,-74.4265289307,-0.0000000000,0.2327482700
-0.0000000000,-91.3726272583,-0.0000000000,0.2453255504
-0.0000000000,-100.9470214844,-0.0000000000,0.2383816987
-0.0000000000,-107.5636672974,-0.0000000000,0.2319278419
-0.0000000000,-103.1145019531,-0.0000000000,0.2185108066
-0.0000000000,-96.2445526123,-0.0000000000,0.2053788304
-0.0000000000,-77.2012252808,-0.0000000000,0.2123067081
-0.0000000000,-60.3858985901,-0.0000000000,0.2201285958
-0.0000000000,-113.6297454834,-0.0000000000,0.2670960724
-0.0000000000,-113.4615020752,-0.0000000000,0.2453446835
-0.0000000000,-109.7884979248,-0.0000000000,0.2506023645
-0.0000000000,-104.8593521118,-0.0000000000,0.2569470406
-0.0000000000,-118.7014999390,-0.0000000000,0.1581407934
-0.0000000000,-102.2349243164,-0.0000000000,0.1653724164
-0.0000000000,-129.1997528076,-0.0000000000,0.1494312882
-0.0000000000,-117.2667465210,-0.0000000000,0.1711212844
-0.0000000000,-100.0217742920,-0.0000000000,0.1778372824
-0.0000000000,-100.4046020508,-0.0000000000,0.2642428875
-0.0000000000,-84.2297210693,-0.0000000000,0.2530019581
-0.0000000000,-109.8117523193,-0.0000000000,0.2801318765
-0.0000000000,-99.1427764893,-0.0000000000,0.2722220421
-0.0000000000,-82.1542510986,-0.0000000000,0.2613292933
-0.0000000000,-82.1031799316,-0.0000000000,0.1741552055
-0.0000000000,-79.2395248413,-0.0000000000,0.1860426962
-0.0000000000,-59.9601020813,-0.0000000000,0.1952165663
-0.0000000000,-63.2566757202,-0.0000000000,0.1839196086
-0.0000000000,-65.0692520142,-0.0000000000,0.2408426851
-0.0000000000,-62.3626022339,-0.0000000000,0.2495762110
-0.0000000000,-49.7287979126,-0.0000000000,0.2286682278
-0.0000000000,-46.6088256836,-0.0000000000,0.2378479093
-0.0000000000,-129.3812561035,-0.0000000000,0.2434242964
-0.0000000000,-130.3984985352,-0.0000000000,0.2654771805
-0.0000000000,-124.9619979858,-0.0000000000,0.2490699738
-0.0000000000,-119.6744995117,-0.0000000000,0.2556702197
-0.0000000000,-121.0626678467,-0.0000000000,0.2301284224
-0.0000000000,-114.8462524414,-0.0000000000,0.2368893027
-0.0000000000,-105.4755477905,-0.0000000000,0.2441183031
-0.0000000000,-121.0839996338,-0.0000000000,0.3125358820
-0.0000000000,-117.7054977417,-0.0000000000,0.3117761016
-0.0000000000,-116.4534988403,-0.0000000000,0.2978561521
-0.0000000000,-110.6863327026,-0.0000000000,0.2987220287
-0.0000000000,-106.4522247314,-0.0000000000,0.2888271213
-0.0000000000,-113.9817504883,-0.0000000000,0.2892003953
-0.0000000000,-99.4107208252,-0.0000000000,0.2792103589
-0.0000000000,-115.5309982300,-0.0000000000,0.3118810654
-0.0000000000,-115.1224975586,-0.0000000000,0.3129127920
-0.0000000000,-112.0139999390,-0.0000000000,0.2981113195
-0.0000000000,-106.7338714600,-0.0000000000,0.2896041870
-0.0000000000,-93.8199234009,-0.0000000000,0.2795110643
-0.0000000000,-103.9605026245,-0.0000000000,0.2889678776
-0.0000000000,-126.3265075684,-0.0000000000,0.2103842944
-0.0000000000,-133.0874938965,-0.0000000000,0.2046307921
-0.0000000000,-130.2790069580,-0.0000000000,0.2266016006
-0.0000000000,-115.5490036011,-0.0000000000,0.2167677879
-0.0000000000,-107.5428009033,-0.0000000000,0.2037284225
-0.0000000000,-122.0182495117,-0.0000000000,0.1977563202
-0.0000000000,-101.4751510620,-0.0000000000,0.2807587981
-0.0000000000,-85.5893020630,-0.0000000000,0.2702224851
-0.0000000000,-110.5435028076,-0.0000000000,0.2957602739
-0.0000000000,-103.6370773315,-0.0000000000,0.3376499116
-0.0000000000,-108.9067535400,-0.0000000000,0.3321050704
-0.0000000000,-107.4912490845,-0.0000000000,0.3333855569
-0.0000000000,-102.7309494019,-0.0000000000,0.3382613659
-0.0000000000,-100.8632507324,-0.0000000000,0.2263507992
-0.0000000000,-105.6892547607,-0.0000000000,0.2190192044
-0.0000000000,-107.3327484131,-0.0000000000,0.2370541245
-0.0000000000,-101.9460983276,-0.0000000000,0.2352507710
-0.0000000000,-99.5674514771,-0.0000000000,0.2626711130
-0.0000000000,-105.7397460938,-0.0000000000,0.2554230094
-0.0000000000,-96.8343200684,-0.0000000000,0.2720614374
-0.0000000000,-98.0360488892,-0.0000000000,0.3386472464
-0.0000000000,-107.0500030518,-0.0000000000,0.3322414160
-0.0000000000,-100.8584289551,-0.0000000000,0.3378836215
-0.0000000000,-118.9417495728,-0.0000000000,0.2072023749
-0.0000000000,-113.6910018921,-0.0000000000,0.2124498338
-0.0000000000,-115.3885040283,-0.0000000000,0.2287845761
-0.0000000000,-111.2535018921,-0.0000000000,0.1997571141
-0.0000000000,-91.9291763306,-0.0000000000,0.1921969950
-0.0000000000,-70.8966751099,-0.0000000000,0.1994991004
-0.0000000000,-70.9788742065,-0.0000000000,0.1869835258
-0.0000000000,-52.9972991943,-0.0000000000,0.1957974434
-0.0000000000,-52.9429016113,-0.0000000000,0.2077828497
-0.0000000000,-92.2475967407,-0.0000000000,0.1791777313
-0.0000000000,-110.1244964600,-0.0000000000,0.1728654951
-0.0000000000,-109.3125000000,-0.0000000000,0.1863133758
-0.0000000000,-119.3712463379,-0.0000000000,0.1794726551
-0.0000000000,-118.4197463989,-0.0000000000,0.1844188571
-0.0000000000,-101.8488464355,-0.0000000000,0.1906783432
-0.0000000000,-129.0684967041,-0.0000000000,0.1770020127
-0.0000000000,-110.5317535400,-0.0000000000,0.2655892968
-0.0000000000,-107.8495025635,-0.0000000000,0.2748880386
-0.0000000000,-127.4014968872,-0.0000000000,0.2531451583
-0.0000000000,-122.2862472534,-0.0000000000,0.2603689432
-0.0000000000,-119.3937530518,-0.0000000000,0.2699019313
-0.0000000000,-122.2947540283,-0.0000000000,0.2724073529
-0.0000000000,-111.2904968262,-0.0000000000,0.3286430836
-0.0000000000,-119.2290039062,-0.0000000000,0.3185646236
-0.0000000000,-92.0324707031,-0.0000000000,0.2788119316
-0.0000000000,-77.0658493042,-0.0000000000,0.2686692476
-0.0000000000,-80.2886505127,-0.0000000000,0.2685053647
-0.0000000000,-62.7824249268,-0.0000000000,0.2578592598
-0.0000000000,-111.6080017090,-0.0000000000,0.2801742554
-0.0000000000,-111.7104949951,-0.0000000000,0.2714295983
-0.0000000000,-121.3272552490,-0.0000000000,0.2950625122
-0.0000000000,-94.4493484497,-0.0000000000,0.2697355449
-0.0000000000,-93.8292236328,-0.0000000000,0.2606281638
-0.0000000000,-73.2770996094,-0.0000000000,0.2585287094
-0.0000000000,-54.0762481689,-0.0000000000,0.2374304980
-0.0000000000,-72.4083709717,-0.0000000000,0.2490004748
-0.0000000000,-54.7611236572,-0.0000000000,0.2474083900
-0.0000000000,-109.6222534180,-0.0000000000,0.0850145444
-0.0000000000,-107.0525054932,-0.0000000000,0.0880253240
-0.0000000000,-121.2534942627,-0.0000000000,0.0956794098
-0.0000000000,-126.5019989014,-0.0000000000,0.1000735909
-0.0000000000,-121.2060012817,-0.0000000000,0.1050980538
-0.0000000000,-118.3167495728,-0.0000000000,0.0983303636
-0.0000000000,-109.4615020752,-0.0000000000,0.2116972655
-0.0000000000,-117.3180007935,-0.0000000000,0.2058902383
-0.0000000000,-111.9622497559,-0.0000000000,0.0836527050
-0.0000000000,-110.7882461548,-0.0000000000,0.0859805793
-0.0000000000,-123.7285003662,-0.0000000000,0.0945436880
-0.0000000000,-128.0644989014,-0.0000000000,0.0993581116
-0.0000000000,-126.4352493286,-0.0000000000,0.1030694842
-0.0000000000,-122.6380004883,-0.0000000000,0.0965194255
-0.0000000000,-110.9954986572,-0.0000000000,0.2293336689
-0.0000000000,-112.4307479858,-0.0000000000,0.2382598072
-0.0000000000,-123.0532531738,-0.0000000000,0.2234022319
-0.0000000000,-126.7620010376,-0.0000000000,0.2160454839
-0.0000000000,-128.6862487793,-0.0000000000,0.2344678938
-0.0000000000,-124.3255004883,-0.0000000000,0.2324972600
-0.0000000000,-129.8657531738,-0.0000000000,0.1254431456
-0.0000000000,-129.3235015869,-0.0000000000,0.1199823171
-0.0000000000,-125.0185012817,-0.0000000000,0.1358398199
-0.0000000000,-119.4807510376,-0.0000000000,0.1470825523
-0.0000000000,-77.0641250610,-0.0000000000,0.1748452038
-0.0000000000,-59.9564018250,-0.0000000000,0.1842381805
-0.0000000000,-97.1529006958,-0.0000000000,0.1664827019
-0.0000000000,-123.3240051270,-0.0000000000,0.1516521722
-0.0000000000,-113.7535018921,-0.0000000000,0.1596832871
-0.0000000000,-130.1999969482,-0.0000000000,0.2459902614
-0.0000000000,-130.9447479248,-0.0000000000,0.2413708121
-0.0000000000,-130.7700042725,-0.0000000000,0.2367050201
-0.0000000000,-131.4222564697,-0.0000000000,0.2328230739
-0.0000000000,-111.3512496948,-0.0000000000,0.3267733157
-0.0000000000,-115.3737487793,-0.0000000000,0.3169299364
-0.0000000000,-112.2857513428,-0.0000000000,0.3267123103
-0.0000000000,-116.2269973755,-0.0000000000,0.3168783188
-0.0000000000,-123.9582519531,-0.0000000000,0.2751323283
-0.0000000000,-129.2740020752,-0.0000000000,0.2718069553
-0.0000000000,-49.2528762817,-0.0000000000,0.1943626851
-0.0000000000,-41.9137763977,-0.0000000000,0.2053515464
-0.0000000000,-45.8209991455,-0.0000000000,0.2050839365
-0.0000000000,-38.5282249451,-0.0000000000,0.2155255824
-0.0000000000,-89.6058807373,-0.0000000000,0.2110097408
-0.0000000000,-81.7492065430,-0.0000000000,0.1983588487
-0.0000000000,-63.0914993286,-0.0000000000,0.2069875002
-0.0000000000,-72.7147293091,-0.0000000000,0.2191606462
-0.0000000000,-42.4850769043,-0.0000000000,0.2262407094
-0.0000000000,-49.4227752686,-0.0000000000,0.2163170129
-0.0000000000,-60.2686500549,-0.0000000000,0.2279932052
-0.0000000000,-41.8147506714,-0.0000000000,0.2168077976
-0.0000000000,-38.5087738037,-0.0000000000,0.2264675945
-0.0000000000,-66.5025482178,-0.0000000000,0.2588849068
-0.0000000000,-51.0125007629,-0.0000000000,0.2476016283
-0.0000000000,-42.7765502930,-0.0000000000,0.2366892844
-0.0000000000,-101.8638534546,-0.0000000000,0.2239195108
-0.0000000000,-87.9047546387,-0.0000000000,0.2316433638
-0.0000000000,-114.5487518311,-0.0000000000,0.2632179856
-0.0000000000,-124.3177490234,-0.0000000000,0.2790158093
-0.0000000000,-97.7266693115,-0.0000000000,0.2520596385
-0.0000000000,-77.4971008301,-0.0000000000,0.2400167584
-0.0000000000,-122.8987503052,-0.0000000000,0.1119177118
-0.0000000000,-128.4167480469,-0.0000000000,0.1216404215
-0.0000000000,-121.9799957275,-0.0000000000,0.1448045224
-0.0000000000,-125.2932510376,-0.0000000000,0.1397892833
-0.0000000000,-123.5865020752,-0.0000000000,0.1611053646
-0.0000000000,-124.3707504272,-0.0000000000,0.1539702564
-0.0000000000,-125.8590011597,-0.0000000000,0.1490429789
-0.0000000000,-122.5487518311,-0.0000000000,0.1682674587
-0.0000000000,-122.1082458496,-0.0000000000,0.1772798449
-0.0000000000,-109.8787536621,-0.0000000000,0.2482420206
-0.0000000000,-113.5892486572,-0.0000000000,0.2434486598
-0.0000000000,-110.6869964600,-0.0000000000,0.2391120344
-0.0000000000,-114.3574981689,-0.0000000000,0.2350404114
-0.0000000000,-123.2785034180,-0.0000000000,0.2974676192
-0.0000000000,-126.4080047607,-0.0000000000,0.2875605524
-0.0000000000,-126.9729995728,-0.0000000000,0.2851967812
-0.0000000000,-125.6997528076,-0.0000000000,0.2947025895
-0.0000000000,-125.0205001831,-0.0000000000,0.2984924018
-0.0000000000,-123.8592529297,-0.0000000000,0.3009198010
-0.0000000000,-124.0879974365,-0.0000000000,0.3024201095
-0.0000000000,-129.4924926758,-0.0000000000,0.1047311351
-0.0000000000,-130.6322479248,-0.0000000000,0.1144535542
-0.0000000000,-130.1922607422,-0.0000000000,0.1043983772
-0.0000000000,-131.2182464600,-0.0000000000,0.1141846552
-0.0000000000,-128.8967437744,-0.0000000000,0.1096940786
-0.0000000000,-133.5384979248,-0.0000000000,0.1195822656
-0.0000000000,-126.9147491455,-0.0000000000,0.1997480392
-0.0000000000,-132.3582458496,-0.0000000000,0.1941508502
-0.0000000000,-129.1105041504,-0.0000000000,0.2087157518
-0.0000000000,-133.5984954834,-0.0000000000,0.2031100839
-0.0000000000,-106.8152465820,-0.0000000000,0.2987773418
-0.0000000000,-109.7737503052,-0.0000000000,0.2888844013
-0.0000000000,-112.0059967041,-0.0000000000,0.2863569260
-0.0000000000,-110.9685058594,-0.0000000000,0.2958144248
-0.0000000000,-111.2182464600,-0.0000000000,0.2995030880
-0.0000000000,-107.1787490845,-0.0000000000,0.3135023117
-0.0000000000,-110.4317474365,-0.0000000000,0.3113916218
-0.0000000000,-111.1770019531,-0.0000000000,0.3033300936
-0.0000000000,-112.5342483521,-0.0000000000,0.3016694188
-0.0000000000,-133.5029907227,-0.0000000000,0.1465375423
-0.0000000000,-133.4767456055,-0.0000000000,0.1745718271
-0.0000000000,-97.2516479492,-0.0000000000,0.3432554305
-0.0000000000,-88.2889328003,-0.0000000000,0.0633809268
-0.0000000000,-96.3497238159,-0.0000000000,0.0628273636
-0.0000000000,-95.2304458618,-0.0000000000,0.2336863130
-0.0000000000,-92.1125259399,-0.0000000000,0.2699046433
-0.0000000000,-90.8180694580,-0.0000000000,0.2312286794
-0.0000000000,-93.6118240356,-0.0000000000,0.3436148763
-0.0000000000,-85.7861022949,-0.0000000000,0.2670912147
-0.0000000000,-95.6316757202,-0.0000000000,0.2627205253
-0.0000000000,-115.1930007935,-0.0000000000,0.2676394880
-0.0000000000,-114.6102447510,-0.0000000000,0.3239970207
