F_0,F_1,F_2,Points_Magnitude
-69.1389712662,-0.0640476268,89.3699557678,1.2931363583
56.2712231379,-0.0031764739,89.1774596072,1.2743138075
162.9138155420,54.3081708373,89.1600179006,1.4666850567
53.8003900484,-0.0041379342,88.9904495453,1.2611010075
123.4207090235,-0.0354269514,88.8848888441,1.3398954868
-51.5249742652,-0.0096743225,88.8108862060,1.2292463779
136.0866746188,0.0057606933,88.7890518185,1.3536096811
63.1843029985,-72.0808025503,88.7514569481,1.5474895239
-119.4252764295,-0.0127775991,88.6931292953,1.3268914223
-78.3170685223,-0.0657195002,88.5957106130,1.3051813841
-28.2882948023,-0.0088325489,88.4103423082,1.2080315351
125.4022924925,53.7017439812,88.3672848127,1.4833991528
-44.2000177318,-64.3674377483,88.3606834469,1.5466104746
-6.9111005975,0.3945176264,88.2807902943,0.3265408576
-58.2029704034,-0.0153471433,88.1765861808,1.2418587208
-67.4664402941,-0.0527959544,88.1557724697,1.2798759937
-96.6680701124,-0.0056235334,87.9982783610,1.3154735565
-161.9192945451,34.9141458678,87.9134303955,1.4139925241
-7.6883969517,-0.0222844537,87.8931906342,0.3301472068
196.7549775993,51.1118411027,87.8090939068,1.4539771080
-2.7921516458,-0.0594429726,87.8031700007,0.3339165151
205.5077599451,24.5504149182,87.6637908998,1.4178649187
-13.2677711801,0.9741694132,87.6253985121,0.3233991563
158.4687305024,1.7881200225,87.6234597967,1.3797386885
-49.3585509598,-65.9317479670,87.4900100505,1.5502943993
16.9480677019,-56.6256797405,87.4718271904,1.5349416733
-175.0961732988,26.6857489908,87.4274237406,1.3985204697
4.8559116185,-0.0474809356,87.4004963888,0.3372599483
-44.0748939505,0.0000696774,87.3890626265,1.2175422907
-145.7154539086,48.8292144478,87.3781769508,1.4418292046
24.1245483949,-0.0142548869,87.3246564609,1.2191511393
141.5247165983,-121.8401175122,87.2760225144,1.5623717308
136.2676382793,52.2643711512,87.0896199298,1.4792309999
7.6165629351,0.0023261731,87.0526108986,0.3401443064
7.6547416883,0.0150033202,87.0069714505,0.3431313634
211.9780247830,33.4002361384,86.9956060101,1.4276149273
-144.2564549425,41.6283132689,86.9857749148,1.4326210022
-172.1907699560,15.5392670926,86.9350051712,1.3758491278
42.5996336897,-61.4012708747,86.6170672526,1.5335501432
-23.1254391423,-0.3972623909,86.5531690206,0.3133732080
-25.1439383686,-0.0389928452,86.3648729738,0.3095215857
23.1795684643,-0.4409979833,86.3554016752,0.3484450281
19.5863370155,38.8669605785,86.2987773542,1.5030207634
-43.6290879382,37.0642476529,86.2417743184,1.4836080074
-162.6346753226,-139.1610531224,86.0833899329,1.5852098465
-33.7094208846,0.0003474148,86.0414982675,1.2069988251
156.2970324505,52.3666475284,85.9551139214,1.4707924128
43.3166681696,40.0781515848,85.9441424422,1.5036457777
-73.3243654074,-0.0896194639,85.8470290155,1.2919615507
-157.4042393647,42.2825933297,85.5508976553,1.4275128841
15.4082682422,0.1759291759,85.5494554212,0.3461036086
117.9716144687,-103.4882919656,85.4836637804,1.5566021204
45.9544490849,-0.0093002431,85.4661643477,1.2343431711
-66.5376646275,-0.0629030869,85.4465930189,1.2662848234
69.2424862963,-0.1896131660,85.4461325270,1.3009235859
-85.0341310744,-0.0287129545,85.3701345491,1.3032140732
123.1293038770,56.6815017908,84.9183689076,1.4918339252
53.5393295103,-0.0010920639,84.8824345196,1.2479755878
54.2106866736,-65.9417712882,84.8376487701,1.5409433842
-233.2657867937,-212.8538761830,84.8295584827,1.6088356972
-18.6255091854,-0.0161048206,84.7155324112,1.1971571445
-145.2051318658,-124.8016462674,84.5436243650,1.5784335136
-14.8289712048,35.7933163084,84.5007736226,1.4980736971
-39.3867229063,-0.0407980897,84.4725351831,0.3032704592
151.7970809343,-0.0085433587,84.3155031821,1.3666567802
173.6572257088,6.2799715358,84.3086684325,1.3917437792
-21.2202776219,0.2534708854,84.0894416043,0.3200720549
29.6420900974,-0.0178786124,83.7522456426,1.2196472883
17.9114872904,-0.0183192465,83.5179550699,1.2049539089
-25.0171475008,-54.0484789210,83.4305085303,1.5346298218
-48.4359117379,-0.0072721549,83.3995220991,1.2158830166
-63.9877685223,-0.0145895507,83.3196898058,1.2530314922
68.0597225807,-70.7295037817,83.2647712428,1.5411369801
22.2777124890,-0.2429570331,83.1457588759,0.3509154916
-173.4647456152,36.8222028672,83.1314730086,1.4161810875
-61.3235372730,-68.1675612975,83.0716357692,1.5543195009
-54.4506961177,41.3424399976,82.8952830875,1.4909807444
-56.1309176641,-0.0178006329,82.7898288288,1.2282851934
221.8315109079,37.2185716935,82.5960018291,1.4307118654
-22.0752840197,-0.0176475387,82.5102022715,1.1956908703
132.7449530595,59.8563746742,82.5033994213,1.4944803715
49.8296866754,-0.0004929200,82.4382549119,1.2347673178
-72.9720825800,-0.0894691875,82.3117975279,1.2783515453
36.9746642405,-0.0233781938,82.3006235353,1.2207078934
-99.4396170187,49.2735977239,81.8337940167,1.4752531052
-40.0366573200,-0.0000280172,81.8184511406,1.2044318914
-71.2553968435,44.5455523522,81.7803071079,1.4869836569
125.2166316034,-0.0136535716,81.7322917623,1.3403880596
22.1748220506,-0.0515484696,81.6413208742,0.3475509286
108.0933177737,-0.3004144970,81.5196526962,1.3270449638
26.3582466109,0.0719086562,81.4201933823,0.3531126380
-140.2702956016,56.1821843209,81.4032708582,1.4596612453
-124.3020328579,-0.0137601438,81.3810087654,1.3252851963
74.1256831250,-72.5914525030,81.3024695430,1.5480445623
-69.7178042716,-0.0861257487,81.2288417974,1.2650792599
216.0143096734,47.0023568914,81.1988179869,1.4447557926
22.3983672407,-0.0182580263,81.1547955173,1.2059888840
-80.8286625390,-0.0364738219,80.9742722205,1.2896393538
217.7177866052,25.4049697198,80.8841844540,1.4172017574
-31.5219295570,0.0292787474,80.8316214439,0.3062017560
59.6291938455,-65.4816711558,80.8205424199,1.5384913683
164.9158315846,53.6740633922,80.7805423333,1.4696695805
-77.0669828987,-73.7515291381,80.7332506509,1.5579730272
216.9473605145,45.1951251697,80.7178368937,1.4403357506
-25.7656646954,-0.0085301840,80.6539222655,1.1947494745
-42.8442205622,1.7116450719,80.6114181091,0.2919377387
42.6439146095,-0.0124061074,80.5695380991,1.2211277485
-97.9144430536,-85.2850200608,80.2738731770,1.5647280216
64.9225227221,-0.0031843539,80.1386517687,1.2747488022
-91.9439298590,-0.0089948859,80.0278679334,1.3018145561
192.1700358497,13.7441779853,79.9661790189,1.4039973021
-3.9273093737,-0.0048494924,79.9146337492,1.1870490313
-108.4173593225,-0.0017090198,79.9095894719,1.3132168055
-37.2364481987,-0.0380081581,79.8569968006,0.2984235883
-113.5763681234,-96.2625966439,79.8313159177,1.5677986145
-10.4099518543,-0.0108617911,79.7636466510,1.1854554415
165.9383631261,1.8037464306,79.6837945754,1.3792964220
94.0914249891,-83.7574307628,79.5801003105,1.5544912815
-51.9886478458,-62.4878279665,79.5789140286,1.5499420166
-144.6187451940,48.1112874340,79.5767173953,1.4450831413
-148.0200142693,2.6616113054,79.5328519551,1.3504874706
37.0342585435,-0.0355421274,79.4139888753,0.3551732898
-52.4995318327,-0.0149281485,79.3634653078,1.2151066065
-62.0118880119,-0.0566595573,79.3452138770,1.2394509315
-145.8429728966,43.1796607968,79.3192819247,1.4325945377
-144.3137855865,52.8307246352,79.3189502281,1.4541440010
-29.5974189153,0.0000266707,79.0604529883,1.1939164400
142.2808958128,0.0006473539,79.0202321648,1.3534617424
71.8309693802,-69.8923387264,78.8257170740,1.5388576984
160.9797836482,-134.6083086916,78.8220625695,1.5705490112
-6.5295143133,0.1672364716,78.8098791600,0.3268871009
-2.4868634757,-0.0404162589,78.7683419027,0.3342348039
-6.8888577515,-0.0204193221,78.7491856381,0.3304690421
60.6434030084,40.3653808854,78.7298386042,1.5035929680
4.3808216445,-0.0298043457,78.5272938674,0.3374394774
6.8568604977,0.0007278911,78.3661676543,0.3403151333
6.8905364960,0.0011377212,78.3308929867,0.3432681561
1.9409480797,-0.0164710651,78.3271804770,1.1888279915
33.5152673159,36.6886098817,78.2711855513,1.5066721439
189.2473574235,-158.2653189815,78.1535576887,1.5850636959
26.5404834570,-0.0196545734,78.1242058666,1.2064018250
55.1343791722,38.3700739147,78.1159945037,1.5030363798
-77.6064844311,-0.0539793211,78.1046773635,1.2763484716
-11.6646722121,0.4341500233,77.9672873513,0.3236502409
15.6756596925,-0.0292408806,77.8490057668,1.1916631460
-85.2842025413,-0.0038323503,77.6674123146,1.2884904146
-45.1403928390,-0.0085695916,77.6439865613,1.2025296688
21.5264015033,-49.9824270593,77.6209871065,1.5299440622
-54.3416227548,-0.0333943180,77.6040856089,0.2796002328
228.5477398881,28.0225883427,77.5800570245,1.4177259207
-16.4032968190,-0.0124309256,77.4983008399,1.1841027737
-42.9353528905,36.3337538167,77.4824516026,1.4907932281
-68.6776276412,-0.0487971775,77.3269396264,1.2514685392
9.0563193123,-0.0372860506,77.1572219698,1.1904304028
-113.7862743724,-0.0007874561,77.1466094776,1.3119727373
-2.4049036860,-0.0208937974,77.1386661977,0.3350151181
4.3312324020,-0.0105258745,77.1084464766,0.3381729424
88.0141510345,48.8582045587,76.9835245741,1.5048832893
13.7117815213,0.0722652007,76.9766704321,0.3461262286
6.7331132351,0.0003308182,76.9553638790,0.3410352170
76.5018466456,45.1977977100,76.8910317763,1.5047556162
48.4708678137,-0.0005261755,76.8477863124,1.2216683626
-6.7158430737,-0.0197702410,76.7626281145,0.3312612176
-59.0625868753,-0.0089318351,76.7419134286,1.2262159586
21.1520034272,-0.0159925838,76.7155611672,1.1928390265
6.7304414287,-0.0068074308,76.6754053892,0.3439739645
-18.7928992787,0.1149373549,76.5797007247,0.3202070892
32.4254204089,0.0825975539,76.5656705853,0.3543897867
61.9996611778,-0.0035045340,76.5171050877,1.2484198809
-6.6812806033,-0.0181832951,76.3997098625,0.3276906013
-108.6174582845,50.8913685691,76.3266740398,1.4711188078
78.8685793655,-0.3945675791,76.2866964899,1.3010902405
-128.0484865178,-106.4191211316,76.2835620803,1.5717478991
-176.1805159645,13.5764282794,76.0194610607,1.3752967119
-20.3413427509,-0.1868670601,76.0035780983,0.3138208985
35.3137789989,-0.0328879939,75.7281829370,0.3566010296
-65.0979650253,-0.0781802574,75.6163354144,1.2382169962
157.8710123060,0.0022657147,75.5400243485,1.3661834002
227.7204540689,38.2153967698,75.4977895343,1.4306820631
-75.1191603472,-0.0345500880,75.4263868864,1.2627130747
102.6086861417,51.6450842724,75.3446325917,1.5033806562
-162.8330305273,44.1998606447,75.3286639325,1.4303146601
4.2482803129,-0.0068501988,75.2166674246,0.3395255506
6.5785292000,-0.0000376838,75.1946564160,0.3423737288
-20.0713226750,-0.0137949050,75.0732280065,1.1824289560
-2.3151122206,-0.0159140042,75.0519982229,0.3363910317
-11.0957017567,-0.0066756454,75.0218094401,0.3244429231
6.5551388797,-0.0014996154,74.8643669353,0.3452967107
-21.8221689983,-0.0231884272,74.8217301021,0.3101185858
-100.7325238398,-0.0102416032,74.7770176490,1.2998648882
40.1513240441,-0.0083922160,74.7652506145,1.2080620527
13.1374476753,-0.0107059430,74.7356169786,0.3468377590
193.2542855469,51.6708212271,74.6850761215,1.4569051266
20.0758833800,-0.0311211462,74.4979280583,0.3478075564
-37.5579642235,-0.0000975253,74.4672794384,1.1908805370
-6.5033729849,-0.0185765628,74.3405327015,0.3326562643
42.1128912114,0.5488231066,74.2716409804,0.3586922288
-63.1549369543,-64.0229687339,74.2419522896,1.5518606901
-145.4836647120,48.2338875480,74.1764230152,1.4443718195
-36.9570942820,0.7592018908,74.1404240793,0.2949745357
76.3460434080,-70.1042296559,74.1060452610,1.5413118601
-177.2094052320,27.2159997022,73.8708817914,1.3991879225
-50.1228484142,-0.0159911626,73.8401572085,1.2015455961
113.0058194257,-0.0019547919,73.8028415429,1.3271778822
175.9652487336,5.7402610681,73.7087256073,1.3914471865
26.0170175248,-0.0180760547,73.6576866623,1.1933590174
199.4809746031,15.0463564240,73.6224750011,1.4044227600
-57.6231764756,39.8890550607,73.6025301112,1.4900823832
-6.4378474344,-0.0188260927,73.5885075199,0.3291059136
-182.1631171823,21.5888921781,73.5221201528,1.3880916834
-45.0044198744,0.7947150925,73.4601751726,0.2867297232
-23.4140510326,-0.0070726294,73.4043563492,1.1814752817
19.6634159647,-0.1209985350,73.3776973785,0.3510695398
-58.4809431606,1.4707472322,73.3485402451,0.2714701593
-288.8796987314,-284.0242620636,73.0993396801,1.6313060522
-72.4385406374,-0.0506049413,73.0858717948,1.2494279146
-98.7968186060,47.5326421511,73.0621453038,1.4751182795
-83.8154554130,-0.0071351916,72.9837237803,1.2748394012
44.0582239180,-0.0013540327,72.8907590683,1.2084857225
-57.0991914313,-0.0331173375,72.8871678318,1.2126464844
-153.4473110259,-127.3440817927,72.6916596490,1.5808066130
12.6887587722,0.0047347543,72.6184968546,0.3481518030
95.0973693330,-0.3400950319,72.2885417540,1.3141212463
222.8133745862,-198.7971404862,72.2071823444,1.5988157988
15.4786651444,-0.0306509494,72.2007441683,1.1786485910
126.9700085247,49.2147844070,72.0855305540,1.4822292328
19.8398496301,-0.0156186109,72.0260185343,1.1797037125
-17.1754357219,-0.0101055314,72.0029906948,0.3208993375
-79.0165524637,-0.0044915942,71.9870898425,1.2615294456
173.7240540834,55.0248681347,71.9286497053,1.4696928263
37.0824340172,0.2448135573,71.9176347163,0.3577210605
-10.5784917428,-0.0080171318,71.7823931727,0.3258672655
129.2084523795,0.0024125024,71.7625737797,1.3402187824
-63.8256853073,-0.0329986922,71.7535677052,1.2246130705
-41.7406584886,-0.0064306069,71.7212432400,1.1891840696
23.1265117322,0.0255027885,71.7052630090,0.3531377316
-177.2259088628,35.0153469275,71.7005788875,1.4108995199
-76.9279504442,-68.8280028064,71.6592129531,1.5531060696
-28.0531106166,-0.0000641169,71.6028208589,1.1804194450
32.1256416790,-0.0198939629,71.5792186961,1.1944397688
-187.6849590520,-152.1246125337,71.5588803979,1.5942449570
-27.6192244473,31.4030450828,71.4859397864,1.4926489592
-166.4222023466,5.9191808108,71.4176531306,1.3622671366
-109.0788253865,-0.0105001116,71.3971944408,1.2982647419
144.4451124743,51.2414133250,71.3795836830,1.4783771038
-27.8024438510,0.0058045616,71.3362160384,0.3063935041
-172.7872018474,-140.8717311356,71.1355631991,1.5889701843
-96.5420151883,0.0017410020,71.1109473590,1.2861866951
73.3829631298,-0.0078500822,70.7793128645,1.2748786211
-41.6214190795,35.8303631442,70.6598614531,1.4947201014
-47.1513847504,-54.5498859475,70.6532717832,1.5439296961
-130.8720482770,0.0014900154,70.6288563873,1.3240046501
-49.4182675967,-0.0295211784,70.5807602494,0.2831148505
-70.1284852750,-0.0325692899,70.5099072155,1.2358013391
-154.4411424962,48.6124097693,70.5097070620,1.4395712614
18.8296550887,-0.0162755098,70.4918027761,0.3485849202
209.9069292295,44.1203101033,70.4196916958,1.4428832531
-22.9710390312,30.9641845076,70.3944801084,1.4939320087
-54.2018969824,-0.0073371770,70.3660519534,1.1994311810
23.7394316357,-0.0171480677,70.1206746859,1.1801291704
-216.5285121504,-185.9191250951,70.0338926601,1.6014339924
56.7236934357,-0.0041923655,69.9933109069,1.2221224308
-60.3847482002,-0.0436761696,69.9928463894,1.2113850117
48.9849623723,-0.0264482260,69.9492524695,0.3604473770
36.9261240243,-0.0096541472,69.8929697063,1.1948720217
-136.7314278120,51.4083368945,69.8693468444,1.4551839828
172.0130342644,2.2789044423,69.8645907255,1.3787015676
145.5654992384,-0.0002325768,69.6378316973,1.3529245853
-18.6613453074,-0.0244946595,69.6184256214,0.3145938814
-46.1355644071,-0.0132427144,69.5956044461,1.1883888245
-154.7892620762,2.1199499184,69.5700257666,1.3488826752
43.9313117388,0.2499125396,69.5557784318,0.3595478833
-15.3233051497,-0.0135284849,69.5475904845,1.1706773043
-70.9024561494,40.8169853451,69.4817718170,1.4858179092
-102.3764673962,0.0011303540,69.3739829517,1.2849254608
81.2105329042,-70.6398042384,69.2713950503,1.5480244160
-18.3295106470,31.0264399651,69.2483227119,1.4965959787
-35.4934231480,-48.6957334268,69.2431323960,1.5391757488
29.1966361825,0.0305152338,69.1746775166,0.3546276093
177.7830441676,55.6260832690,69.1707302184,1.4656343460
-34.3386830008,32.6588314769,68.8898284760,1.4930903912
25.0038645222,32.1264431711,68.8860735310,1.5057760477
88.0167773239,-0.2400515901,68.8723312474,1.3009905815
-33.6723710276,-0.0002162350,68.8119951579,1.1777945757
-51.4264985905,0.6583930663,68.7850943133,0.2754681408
80.0256485544,-69.2938518769,68.7783469478,1.5389041901
-65.8319544625,-61.8134455622,68.6264080976,1.5498601198
192.9819383567,52.8128710467,68.6143095549,1.4566067457
163.4150837065,0.0029845900,68.5114246086,1.3657063246
-182.8172018774,15.0491007413,68.3448776253,1.3747971058
-67.5835471114,0.4086488289,68.2462061163,0.2541026473
-67.5233993529,-0.0388263969,68.2280913891,1.2225331068
-82.4873838699,-70.5262975328,68.2142204339,1.5575371981
-91.8188829594,-0.0090484122,68.1339962780,1.2728483677
-31.7528599324,-0.0314791223,68.0972587802,0.2991450727
-28.8457666023,32.2049511892,68.0632432486,1.4969081879
-18.1745503730,-0.0138362262,68.0278227336,1.1691755056
-77.8625679911,-0.0079136777,67.8255642875,1.2478868961
-16.1374116304,-0.0118989255,67.8192559667,0.3223153949
-118.5274876617,51.4420231659,67.8156524930,1.4690489769
18.1590437412,-0.0256006112,67.7596181988,0.3518119752
18.0262753972,-0.0071535444,67.7152079820,0.3499058783
31.5730779101,-0.0309156078,67.7049900317,0.3566891253
-19.7850574629,-0.0185031147,67.6975729888,0.3109727800
-67.6233100650,0.0020993741,67.6203004164,0.2627205253
-182.5225654514,21.3066330142,67.5616630526,1.3886144161
110.7725136122,52.3762391600,67.5208652368,1.5020811558
-106.3369896748,48.6894945516,67.4891692352,1.4740552902
103.1841099589,-0.0022830622,67.4067055520,1.3139672279
47.1386206321,-0.0274854637,67.3179838673,0.3599707484
42.4005785139,-0.0002693766,67.2268067620,1.1954151392
69.5771987881,-0.0074628069,67.1142343315,1.2485513687
-73.5286667417,-0.0056204366,67.0148775446,1.2345920801
117.0063689769,51.3863633766,66.9083250299,1.4902585745
-52.4436503385,-0.0049315383,66.9067323140,1.1858742237
-21.2147099657,-0.0065169980,66.6053887561,1.1682151556
-59.2868008076,-0.0129948479,66.5868487681,1.1977883577
18.2202548800,-0.0114612456,66.2108213530,1.1665819883
-178.1418124503,29.2493735524,66.1955854328,1.4012553692
-38.4356814747,-0.0073434351,65.9734963182,1.1758491993
198.7935634344,48.3922973683,65.8782187497,1.4520303011
33.8416977657,0.0880361567,65.7532223231,0.3579552174
21.0968914994,-0.0176309139,65.6551000280,0.3538335264
-65.2045953780,-0.0197010769,65.6236669922,1.2089160681
-223.8256468628,-198.5877188128,65.5822018458,1.6063013077
-89.0522953752,-0.0005659646,65.5534601650,1.2591768503
-47.0874937959,35.7235719319,65.4298192268,1.4945913553
13.1106792792,-0.0335789291,65.4059108935,1.1653821468
-99.7906798893,-0.0101526765,65.3056534173,1.2712140083
-24.4235812377,-0.0002324712,65.2399103076,1.1673631668
37.5778047428,-46.4375751702,65.1990013893,1.5277165174
117.3869221642,0.0016695898,65.1978202413,1.3269765377
-8.4985699386,-0.0093970688,65.1393653809,1.1590323448
-3.2205732865,-0.0037099204,65.0986088921,1.1606636047
278.1607698800,-254.5954169269,65.0952367631,1.6158605814
-171.9229278409,46.7005262432,65.0623727553,1.4294812679
122.7274422644,48.3639133865,64.9076634226,1.4822851419
-172.7475398904,36.3664833687,64.8920903423,1.4147053957
-55.9491756395,-0.0023623002,64.7919103559,1.1845842600
101.6558101535,-81.8597619876,64.7824652260,1.5540267229
-32.1699858168,0.3055264873,64.7156154226,0.2951178253
-119.6512956843,0.0004002865,64.6037864975,1.2969888449
49.5351749093,0.4553504919,64.5502422223,0.3610919416
22.7337600820,-0.0151294805,64.4760771433,1.1671262980
34.5814540392,-0.0046780051,64.4642553585,1.1818265915
85.0329291725,-0.0034380059,64.4019036583,1.2878061533
-17.2434896099,-0.0255912572,64.3427799442,0.3160321414
119.3525239169,-93.8359854721,64.2516817233,1.5558429956
-43.6018279280,-0.0141430181,64.1569730019,1.1748411655
53.7908241074,0.9616708982,64.1022518585,0.3617523611
17.1754211970,-0.0247066773,64.0949287841,0.3531089425
-171.5675891749,42.9498138910,64.0438105266,1.4246368408
-163.2269704974,50.4679427035,64.0301568944,1.4404759407
1.6561201569,-0.0215397146,64.0198760173,1.1624826193
-24.9356371093,-0.0199020782,63.9975647267,0.3071841300
194.7786309144,9.7469039413,63.9874842850,1.3996210098
-57.1590957757,0.6744284275,63.9659157397,0.2670912147
7.4640868044,-0.0487360844,63.6934265687,1.1641111374
-13.4712162972,-0.0117997293,63.6023741098,1.1576505899
-93.8740690568,-0.0008620793,63.5815091553,1.2578877211
-62.7918647108,-0.0189052544,63.4996310735,1.1956657171
-184.3983154418,32.3979771695,63.4990794748,1.4012147188
96.9909654160,-0.0002658478,63.3646412923,1.3007584810
-146.7702048063,0.0004956151,63.3404954189,1.3352097273
-48.6572241244,-0.0075593838,63.2111018734,1.1726799011
119.2631346091,51.5359914581,63.1793863114,1.4916625023
-72.2738507071,-0.0067411302,62.9794520651,1.2209587097
80.6280056547,-0.0055078568,62.9233734611,1.2746602297
26.4532746491,-0.0184786131,62.8887640182,0.3553611636
37.9820690939,0.0008355449,62.8374497997,1.1822596788
-84.5875980783,-0.0090106899,62.7428261589,1.2458527088
131.1167910867,0.0002334247,62.7099399641,1.3396764994
-75.9866056582,40.3319372205,62.7080418398,1.4837427139
171.8829652897,-138.8327067930,62.6927286004,1.5720505714
-62.2975421642,0.1888480854,62.6008069306,0.2584026754
-1.9021642184,-0.0171218939,62.5251667609,0.3384482861
236.8060408943,41.2258193451,62.5233801127,1.4308915138
39.3902056680,0.0909629168,62.4709338782,0.3596925735
53.8113498031,35.7195976696,62.4600074525,1.5080927610
3.5535940852,-0.0094667731,62.4562138399,0.3415565789
-84.9819359759,-69.2363535912,62.3198160673,1.5546113253
146.6044105236,52.9505986578,62.2730047103,1.4793502092
-31.4013382972,-0.0003696060,62.2604925046,1.1642580032
142.4868584926,-110.6366713667,62.2381402125,1.5578197241
-68.2052003591,-0.0035454023,62.1881055911,1.2076801062
5.4393337052,-0.0002896875,62.1679489664,0.3443703949
-138.9662347702,0.0002126703,62.1043840328,1.3218115568
-12.3374580873,-37.4281496429,62.0182867248,1.5308647156
-16.5204718712,-0.0130364463,61.8861522151,1.1559363604
-18.0777975520,-0.0243626794,61.8359383160,0.3124379516
-5.4045283815,-0.0156102232,61.7887897392,0.3347600400
43.2076212140,-0.0242449299,61.7042085423,0.3601884842
28.7663920780,-0.0289991838,61.6871986109,0.3574024439
27.6577198807,-0.0171943088,61.6725427719,1.1682283878
32.8956323266,31.0021914965,61.5899691847,1.5071336031
-7.7398167577,-37.3910421935,61.5711267232,1.5314325094
81.4316142892,-67.0328752946,61.5272792231,1.5410248041
5.3832195537,-0.0004327264,61.5190702338,0.3472577035
19.6870863094,-0.0229177323,61.2602871036,0.3551197052
150.1582856013,-0.0030385001,61.2039505961,1.3523678780
22.1016226345,-39.4022752392,61.1351470046,1.5286405087
-42.8039650894,-0.0250884569,61.1344306779,0.2833937705
-171.3297128535,9.9083707029,61.0387057181,1.3675016165
109.8730103460,-0.0005922737,61.0267539673,1.3137445450
-60.5967226292,-0.0070184602,61.0108914225,1.1820592880
-114.0785875607,48.7466398575,60.9549646391,1.4719913006
49.3862620160,-0.0032528676,60.9275042019,1.1958789825
-37.2211873778,0.3053196854,60.9074129988,0.2877827287
-5.3263561061,-0.0156893403,60.8893289033,0.3312716186
37.6164855684,30.8173272920,60.8805538344,1.5068583488
-28.3764609252,-0.0277774727,60.8571234285,0.2999903560
-2.8151165272,-36.8415201947,60.7735021598,1.5310227871
-272.2964074452,-242.8894196932,60.7107302267,1.6213918924
211.4106906838,23.9752477146,60.6926819564,1.4144948721
63.4351518219,38.8359604974,60.6877821330,1.5085278749
-23.2877432300,-39.4303523528,60.6679166615,1.5349451303
-53.9767725617,-0.0035850173,60.6160908032,1.1709992886
-19.2766753438,-0.0066351076,60.6106883732,1.1549632549
62.8170147027,-0.0079715475,60.5959151727,1.2222554684
-35.2279605745,-0.0056546591,60.4042638815,1.1625226736
30.9832987473,-0.0371744728,60.3139706521,0.3586810827
-163.9007814329,5.4922361675,60.2123440615,1.3594102859
-166.1953695421,50.6190579207,60.1559271637,1.4431762695
1.5596806583,-36.4342263133,60.0866192418,1.5303697586
169.7287411933,52.0311842671,60.0703862225,1.4683021307
16.4966124146,-0.0138824154,60.0096345810,1.1534755230
10.3199727592,0.0229366912,59.9699902764,0.3500393927
-81.4083032712,-0.0010249960,59.8902036181,1.2321887016
-44.6602735106,0.2721843358,59.7082179116,0.2755822539
91.3483051548,0.0006010538,59.6779831920,1.2875503302
-81.1065637638,-65.0124609069,59.6704861280,1.5486345291
45.6993228632,0.1948142432,59.5192299342,0.3613204956
-110.0512702147,-0.0002003647,59.4472515922,1.2699209452
12.7139584737,-0.0254974979,59.4385045929,1.1523991823
43.7849794288,-45.9354864155,59.3644596620,1.5302551985
-90.7157065855,-0.0089474240,59.3567660120,1.2441827059
-138.7566682848,51.4353715111,59.3352337846,1.4579932690
-8.5096695682,0.0489968403,59.2477852636,0.3281011283
54.2721158731,0.4631482558,59.2286243306,0.3616449237
31.2378246711,-0.0077852537,59.2183143777,1.1686737537
19.9735227127,-0.0158460120,59.1943131964,1.1539233923
6.1935841473,-35.9470463926,59.1883640912,1.5294117928
59.1668606983,0.0023403661,59.1720577906,0.3615698814
-39.2964090300,-0.0116944701,59.1527695276,1.1617075205
-23.1549327646,-0.0004604635,59.0990937727,1.1538830996
-166.8896035666,-133.5811093932,59.0122417125,1.5832796097
-29.2156643393,-0.0398520770,58.9709336131,0.2959659994
77.4619722992,-0.0016281840,58.6794492468,1.2614403963
-113.2939854806,-87.5926721241,58.6644397559,1.5685452223
-167.3881461741,43.2313047987,58.6355786517,1.4253202677
-67.1270151476,-0.0055669873,58.5174327451,1.1940566301
-172.9318858493,36.2469091343,58.4957399569,1.4142661095
-45.8284892716,-0.0049969376,58.4909851144,1.1591364145
59.0482165800,-0.0014421160,58.4133379624,0.3616515994
-135.1032754471,-0.0011412179,58.2996942911,1.3080868721
15.3489680907,0.0110684376,58.2462430711,0.3517805934
24.4949902212,-0.0237686137,58.2310416869,0.3566489816
-57.4816647460,-0.0091229627,58.1393829395,1.1688277721
-22.6023796215,-0.0243144386,57.9846946593,0.3086565137
53.1706896648,-49.3139397526,57.9513531544,1.5306720734
-91.9832174615,-71.8177743229,57.9051018323,1.5569425821
-63.4390020416,-0.0049167774,57.8657151744,1.1807951927
104.1680616013,-0.0013046957,57.8582916497,1.3005231619
-67.7435770515,0.5141076128,57.8027085821,0.2497190684
17.7039039237,28.2908264239,57.6228235026,1.5158655643
-128.8523593065,-0.0004560391,57.5823992769,1.2946891785
15.4139773467,-0.0237189689,57.5229116154,0.3549484909
-77.5096433850,-0.0088688516,57.4720185791,1.2188795805
183.6656649309,2.6500617563,57.4513283965,1.3767908812
-13.4386392939,0.0442735993,57.4120135503,0.3245073259
-84.7839454816,-0.0003602976,57.3991069017,1.2308704853
-12.6551215611,-0.0116325788,57.3178027195,1.1442451477
36.0665140101,-0.0335463129,57.2986143161,0.3603911102
-49.4000196323,-0.0022822197,57.1917536666,1.1578164101
-27.9838178944,-0.0005567155,57.1877395661,1.1511976719
26.6373619093,-0.0262782732,57.1250023101,0.3586777747
119.3885449611,0.0012855715,57.0945734695,1.3264279366
73.0476438399,-0.0036610765,57.0195738729,1.2483102083
9.9297200698,-34.3895489702,57.0009850077,1.5278704166
